case_id,dv,set,family,index,cell_id,level_id,rep,spawn_key,r_seed,split,shard,nbar,mu,s,mu1,mu2,s2,rho,tau,gamma,sigma2,sp,kappa,sigma,sigma1,lam_p,R,beta,mu_log,s_abs,grid_M,delta_tilde,tau_K,tau_K2,prior_tries,n,pattern_tries,sampler,buffer,n_parents,pad_P,min_eig,cftp_start,mh_steps,burnin,wall_s,sha1
dv3-A-thomas-000000,3,A,thomas,0,,,,3:1:1:0,,test,0,125.35028155464896,13.02104962082069,0.8710253317784922,,,,,,,,,9.626741714754973,0.07779794559580444,,,,,,,,5.03011161184239,1.4503523128146942,,1,211,1,exact,0.2893318422053809,36,,,,,,0.0003867089981213212,c44028a981a1d59d9513ab2c57395ea6bc29b5a3
dv3-A-thomas-000001,3,A,thomas,1,,,,3:1:1:1,,test,0,580.1238028436038,0.4791234748893885,0.18182849099220422,,,,,,,,,1210.802294706041,0.007549211484161109,,,,,,,,2.2653738717885155,0.30276429723081105,,1,562,1,exact,0.02807564196178651,1344,,,,,,0.00027083399982075207,a6be293930d3c3c877b536b655a429eaf0e5eb2a
dv3-A-thomas-000002,3,A,thomas,2,,,,3:1:1:2,,test,0,292.8396586706163,26.48162007762491,0.42231925795522307,,,,,,,,,11.058222941505193,0.02467890805291151,,,,,,,,23.29309478963932,0.7032076911826364,,1,327,1,exact,0.09178126589182285,16,,,,,,0.00014729200120200403,be54fc9ef219e13493eb8d1cac1182b11dcd1462
dv3-A-thomas-000003,3,A,thomas,3,,,,3:1:1:3,,test,0,262.5661629469728,0.6069865806962887,0.4249845110950838,,,,,,,,,432.5732582848486,0.026227308418187198,,,,,,,,0.8912609815978991,0.7076456287656234,,1,305,1,exact,0.09753979237636873,657,,,,,,0.00018037499830825254,8778a76df92a4629561c322c2e6675458b8eb480
dv3-A-thomas-000004,3,A,thomas,4,,,,3:1:1:4,,test,0,700.9707384829906,5.576253240016211,0.16101162950766543,,,,,,,,,125.70640326244451,0.006081452244917497,,,,,,,,18.432065836766313,0.26810194919324337,,1,481,1,exact,0.022617021154359627,100,,,,,,0.00014683300105389208,615579bc1205ee3859480a91d5ac0e764bcdf2ed
dv3-A-thomas-000005,3,A,thomas,5,,,,3:1:1:5,,test,0,135.37499904350992,18.070468384035077,0.5925564103243236,,,,,,,,,7.491504711804327,0.050928451025876786,,,,,,,,9.225317201332572,0.9866711435731368,,1,121,1,exact,0.18940374894395803,11,,,,,,0.00012270899969735183,fe8e073e49a260e041b6446d399ddb4b19b121e8
dv3-A-thomas-000006,3,A,thomas,6,,,,3:1:1:6,,test,0,105.70154705179795,0.225025990419392,0.4431526996073829,,,,,,,,,469.73039360829733,0.04310351897440154,,,,,,,,0.19285413041625607,0.7378976470102173,,1,95,1,exact,0.16030269764695104,767,,,,,,0.00015304099724744447,ac5f7c77cca356ef61d70159ffa295fef3636c6d
dv3-A-thomas-000007,3,A,thomas,7,,,,3:1:1:7,,test,0,606.5088159086009,17.027020852431843,1.335967391555494,,,,,,,,,35.62037194674474,0.054247196533625544,,,,,,,,10.414824922966943,2.224531624391696,,1,592,1,exact,0.20174621819830765,70,,,,,,0.0001855830014392268,e957e001b99fa6ac94e57cb175744053682f64b0
dv3-A-thomas-000008,3,A,thomas,8,,,,3:1:1:8,,test,0,515.0896808788764,0.4785285845654267,0.12181376609651301,,,,,,,,,1076.403160631778,0.005367288571313857,,,,,,,,2.8884217604349134,0.20283322533227424,,1,536,1,exact,0.0199610346789141,1208,,,,,,0.00020899999799439684,755c4a5e1521c9f5f020ecefe58bb329a266447d
dv3-A-thomas-000009,3,A,thomas,9,,,,3:1:1:9,,test,0,306.6449905886964,5.240059666559501,0.2378517457463928,,,,,,,,,58.51937002656922,0.013582771857756745,,,,,,,,9.677338509463732,0.3960491353861353,,1,348,1,exact,0.05051455245718081,80,,,,,,0.00014116699821897782,aeb938d7442473b695e2eb70ca6e36eddec5c412
