case_id,variant,family_hat,ended,kernel_fit,kernel_oracle,kernel_csr,kernel_regret,kernel_gain,dss_fit,dss_oracle,dss_csr,dss_regret,dss_gain,family,delta_tilde,n
poisson-15701-0,mixed|tau0|s3tau0,matern2,family,-0.3037584561653996,-0.30379959210717694,-0.3041504798412676,4.113594177734825e-05,-0.00035088773409064355,-28.36234693164144,-28.42488519636587,-26.59885400427377,0.0625382647244308,1.8260311920921026,poisson,-0.9211682589126388,79
poisson-15701-0,mixed|tau0.3|s3tau0.3,poisson,poisson,-0.3041504798412676,-0.30379959210717694,-0.3041504798412676,-0.00035088773409064355,-0.00035088773409064355,-26.59885400427377,-28.42488519636587,-26.59885400427377,1.8260311920921026,1.8260311920921026,poisson,-0.9211682589126388,79
poisson-15701-0,mixed|tau0.5|s3tau0.5,poisson,poisson,-0.3041504798412676,-0.30379959210717694,-0.3041504798412676,-0.00035088773409064355,-0.00035088773409064355,-26.59885400427377,-28.42488519636587,-26.59885400427377,1.8260311920921026,1.8260311920921026,poisson,-0.9211682589126388,79
poisson-15701-0,mixed|tau0.7|s3tau0.7,poisson,poisson,-0.3041504798412676,-0.30379959210717694,-0.3041504798412676,-0.00035088773409064355,-0.00035088773409064355,-26.59885400427377,-28.42488519636587,-26.59885400427377,1.8260311920921026,1.8260311920921026,poisson,-0.9211682589126388,79
poisson-15701-0,mixed|tau0.9|s3tau0.9,poisson,poisson,-0.3041504798412676,-0.30379959210717694,-0.3041504798412676,-0.00035088773409064355,-0.00035088773409064355,-26.59885400427377,-28.42488519636587,-26.59885400427377,1.8260311920921026,1.8260311920921026,poisson,-0.9211682589126388,79
poisson-08808-0,mixed|tau0|s3tau0,poisson,poisson,-0.3070013307615755,-0.3066827280938923,-0.3070013307615755,-0.0003186026676831877,-0.0003186026676831877,-32.52672124455396,-33.449588349536356,-32.52672124455396,0.9228671049823944,0.9228671049823944,poisson,-0.9678438472206492,113
poisson-08808-0,mixed|tau0.3|s3tau0.3,poisson,poisson,-0.3070013307615755,-0.3066827280938923,-0.3070013307615755,-0.0003186026676831877,-0.0003186026676831877,-32.52672124455396,-33.449588349536356,-32.52672124455396,0.9228671049823944,0.9228671049823944,poisson,-0.9678438472206492,113
poisson-08808-0,mixed|tau0.5|s3tau0.5,poisson,poisson,-0.3070013307615755,-0.3066827280938923,-0.3070013307615755,-0.0003186026676831877,-0.0003186026676831877,-32.52672124455396,-33.449588349536356,-32.52672124455396,0.9228671049823944,0.9228671049823944,poisson,-0.9678438472206492,113
poisson-08808-0,mixed|tau0.7|s3tau0.7,poisson,poisson,-0.3070013307615755,-0.3066827280938923,-0.3070013307615755,-0.0003186026676831877,-0.0003186026676831877,-32.52672124455396,-33.449588349536356,-32.52672124455396,0.9228671049823944,0.9228671049823944,poisson,-0.9678438472206492,113
poisson-08808-0,mixed|tau0.9|s3tau0.9,poisson,poisson,-0.3070013307615755,-0.3066827280938923,-0.3070013307615755,-0.0003186026676831877,-0.0003186026676831877,-32.52672124455396,-33.449588349536356,-32.52672124455396,0.9228671049823944,0.9228671049823944,poisson,-0.9678438472206492,113
poisson-12841-0,mixed|tau0|s3tau0,poisson,poisson,-0.30382151311793487,-0.304075340584126,-0.30382151311793487,0.0002538274661911255,0.0002538274661911255,-36.395699151955974,-37.059615899299615,-36.395699151955974,0.6639167473436416,0.6639167473436416,poisson,-0.977315636059774,218
