case_id,dv,set,family,index,cell_id,level_id,rep,spawn_key,r_seed,split,shard,nbar,mu,s,mu1,mu2,s2,rho,tau,gamma,sigma2,sp,kappa,sigma,sigma1,lam_p,R,beta,mu_log,s_abs,grid_M,delta_tilde,tau_K,tau_K2,prior_tries,n,pattern_tries,sampler,buffer,n_parents,pad_P,min_eig,cftp_start,mh_steps,burnin,wall_s,sha1
dv3-B-nested-140300,3,B,nested,140300,14,,300,3:2:2:140300,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,555,1,exact,0.11642363139289764,465,,,,,,0.00041724999755388126,4c5d729c6d0d8872aafea09b14c2f985870edd2e
dv3-B-nested-140301,3,B,nested,140301,14,,301,3:2:2:140301,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,526,1,exact,0.11642363139289764,444,,,,,,0.00029795900263707153,cb769e1b3d8c6ba2f4b3516e37f0f16361b8f8f3
dv3-B-nested-140302,3,B,nested,140302,14,,302,3:2:2:140302,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,450,1,exact,0.11642363139289764,395,,,,,,0.0002802499984682072,bec45aa3d9d3f4af524e7516f197e27e5b6f2f7e
dv3-B-nested-140303,3,B,nested,140303,14,,303,3:2:2:140303,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,549,1,exact,0.11642363139289764,389,,,,,,0.0002768340018519666,3a99d51510b0156e358b4db5caef179a99aebbcc
dv3-B-nested-140304,3,B,nested,140304,14,,304,3:2:2:140304,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,460,1,exact,0.11642363139289764,355,,,,,,0.0002697079980862327,06c66f65fb0e073a422f745e1843f716f982b4c9
dv3-B-nested-140305,3,B,nested,140305,14,,305,3:2:2:140305,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,511,1,exact,0.11642363139289764,399,,,,,,0.000282959001197014,89c8ca975bc5d237b7d888118c13cb73422247ea
dv3-B-nested-140306,3,B,nested,140306,14,,306,3:2:2:140306,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,530,1,exact,0.11642363139289764,397,,,,,,0.0002793750027194619,aa02ff9cdb90aed4a6291477e3aa81167bb5f90e
dv3-B-nested-140307,3,B,nested,140307,14,,307,3:2:2:140307,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,537,1,exact,0.11642363139289764,440,,,,,,0.00029445800100802444,429a3d078272d1a5c842d730ad30621408943297
dv3-B-nested-140308,3,B,nested,140308,14,,308,3:2:2:140308,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,418,1,exact,0.11642363139289764,331,,,,,,0.00027062499793828465,6499bbb6007db0f5c0937a41011ef4ede85d99a5
dv3-B-nested-140309,3,B,nested,140309,14,,309,3:2:2:140309,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,473,1,exact,0.11642363139289764,394,,,,,,0.00027683299776981585,a375f9b72f7c6bb90634b334750e730106dae90f
dv3-B-nested-140310,3,B,nested,140310,14,,310,3:2:2:140310,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,487,1,exact,0.11642363139289764,386,,,,,,0.0002688329986995086,f70325ad54d5f9f78413f0d860db321b94115147
dv3-B-nested-140311,3,B,nested,140311,14,,311,3:2:2:140311,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,577,1,exact,0.11642363139289764,467,,,,,,0.00040979199911816977,ae355b5ab22bf9a81003d4b2831634b0c85e7ef7
dv3-B-nested-140312,3,B,nested,140312,14,,312,3:2:2:140312,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,488,1,exact,0.11642363139289764,406,,,,,,0.0003000409997184761,ec799acc2e774b113e474547791fbaf7031a7ecc
dv3-B-nested-140313,3,B,nested,140313,14,,313,3:2:2:140313,,test,11,500.0,,,3.0,1.3277555047426228,0.1,6.0,,,,,125.5251181948396,0.00447213595499958,0.02683281572999748,,,,,,,8.0,0.16651092223153954,1.0128463986354095,1,439,1,exact,0.11642363139289764,345,,,,,,0.0002732499997364357,695c595dcd1ec82ccf32349f257829e3a1fcca0f
